Country,Year,Species_Type,Count,Source
Bahamas,2004,Threatened Species: Total (number),42.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahamas,2010,Threatened Species: Total (number),62.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahamas,2015,Threatened Species: Total (number),81.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahamas,2020,Threatened Species: Total (number),96.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahamas,2021,Threatened Species: Total (number),121.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahamas,2022,Threatened Species: Total (number),143.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahamas,2023,Threatened Species: Total (number),144.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2004,Threatened Species: Vertebrates (number),18.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2010,Threatened Species: Vertebrates (number),19.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2015,Threatened Species: Vertebrates (number),19.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2020,Threatened Species: Vertebrates (number),34.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2021,Threatened Species: Vertebrates (number),40.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2022,Threatened Species: Vertebrates (number),50.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2023,Threatened Species: Vertebrates (number),54.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2004,Threatened Species: Invertebrates (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2010,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2015,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2020,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2021,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2022,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2023,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2004,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2010,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2015,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2020,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2021,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2022,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2023,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2004,Threatened Species: Total (number),18.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2010,Threatened Species: Total (number),32.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2015,Threatened Species: Total (number),32.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2020,Threatened Species: Total (number),47.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2021,Threatened Species: Total (number),53.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2022,Threatened Species: Total (number),63.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bahrain,2023,Threatened Species: Total (number),67.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2004,Threatened Species: Vertebrates (number),73.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2010,Threatened Species: Vertebrates (number),104.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2015,Threatened Species: Vertebrates (number),109.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2020,Threatened Species: Vertebrates (number),133.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2021,Threatened Species: Vertebrates (number),163.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2022,Threatened Species: Vertebrates (number),182.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2023,Threatened Species: Vertebrates (number),187.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2004,Threatened Species: Invertebrates (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2010,Threatened Species: Invertebrates (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2015,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2020,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2021,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2022,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2023,Threatened Species: Invertebrates (number),7.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2004,Threatened Species: Plants (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2010,Threatened Species: Plants (number),16.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2015,Threatened Species: Plants (number),21.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2020,Threatened Species: Plants (number),25.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2021,Threatened Species: Plants (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2022,Threatened Species: Plants (number),35.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2023,Threatened Species: Plants (number),49.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2004,Threatened Species: Total (number),85.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2010,Threatened Species: Total (number),122.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2015,Threatened Species: Total (number),137.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2020,Threatened Species: Total (number),165.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2021,Threatened Species: Total (number),201.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2022,Threatened Species: Total (number),224.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Bangladesh,2023,Threatened Species: Total (number),243.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2004,Threatened Species: Vertebrates (number),18.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2010,Threatened Species: Vertebrates (number),24.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2015,Threatened Species: Vertebrates (number),37.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2020,Threatened Species: Vertebrates (number),48.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2021,Threatened Species: Vertebrates (number),59.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2022,Threatened Species: Vertebrates (number),60.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2023,Threatened Species: Vertebrates (number),60.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2004,Threatened Species: Invertebrates (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2010,Threatened Species: Invertebrates (number),10.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2015,Threatened Species: Invertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2020,Threatened Species: Invertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2021,Threatened Species: Invertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2022,Threatened Species: Invertebrates (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2023,Threatened Species: Invertebrates (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2004,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2010,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2015,Threatened Species: Plants (number),3.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2020,Threatened Species: Plants (number),3.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2021,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2022,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2023,Threatened Species: Plants (number),4.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2004,Threatened Species: Total (number),20.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2010,Threatened Species: Total (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2015,Threatened Species: Total (number),51.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2020,Threatened Species: Total (number),62.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2021,Threatened Species: Total (number),74.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2022,Threatened Species: Total (number),90.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Barbados,2023,Threatened Species: Total (number),90.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2004,Threatened Species: Vertebrates (number),10.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2010,Threatened Species: Vertebrates (number),10.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2015,Threatened Species: Vertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2020,Threatened Species: Vertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2021,Threatened Species: Vertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2022,Threatened Species: Vertebrates (number),18.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2023,Threatened Species: Vertebrates (number),18.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2004,Threatened Species: Invertebrates (number),8.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2010,Threatened Species: Invertebrates (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2015,Threatened Species: Invertebrates (number),9.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2020,Threatened Species: Invertebrates (number),10.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2021,Threatened Species: Invertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2022,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2023,Threatened Species: Invertebrates (number),13.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2004,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2010,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2015,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2020,Threatened Species: Plants (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2021,Threatened Species: Plants (number),5.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2022,Threatened Species: Plants (number),6.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2023,Threatened Species: Plants (number),2.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2004,Threatened Species: Total (number),18.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2010,Threatened Species: Total (number),16.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2015,Threatened Species: Total (number),21.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2020,Threatened Species: Total (number),30.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2021,Threatened Species: Total (number),31.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2022,Threatened Species: Total (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belarus,2023,Threatened Species: Total (number),33.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2004,Threatened Species: Vertebrates (number),25.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2010,Threatened Species: Vertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2015,Threatened Species: Vertebrates (number),16.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2020,Threatened Species: Vertebrates (number),25.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2021,Threatened Species: Vertebrates (number),28.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2022,Threatened Species: Vertebrates (number),32.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2023,Threatened Species: Vertebrates (number),33.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2004,Threatened Species: Invertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2010,Threatened Species: Invertebrates (number),11.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2015,Threatened Species: Invertebrates (number),14.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2020,Threatened Species: Invertebrates (number),15.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2021,Threatened Species: Invertebrates (number),16.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2022,Threatened Species: Invertebrates (number),22.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2023,Threatened Species: Invertebrates (number),24.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2004,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2010,Threatened Species: Plants (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2015,Threatened Species: Plants (number),0.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2020,Threatened Species: Plants (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2021,Threatened Species: Plants (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2022,Threatened Species: Plants (number),26.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2023,Threatened Species: Plants (number),3.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2004,Threatened Species: Total (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2010,Threatened Species: Total (number),27.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2015,Threatened Species: Total (number),30.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2020,Threatened Species: Total (number),66.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2021,Threatened Species: Total (number),70.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2022,Threatened Species: Total (number),80.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belgium,2023,Threatened Species: Total (number),60.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2004,Threatened Species: Vertebrates (number),36.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2010,Threatened Species: Vertebrates (number),48.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2015,Threatened Species: Vertebrates (number),70.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2020,Threatened Species: Vertebrates (number),78.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2021,Threatened Species: Vertebrates (number),93.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2022,Threatened Species: Vertebrates (number),95.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2023,Threatened Species: Vertebrates (number),94.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2004,Threatened Species: Invertebrates (number),1.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2010,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2015,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2020,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2021,Threatened Species: Invertebrates (number),12.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2022,Threatened Species: Invertebrates (number),27.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2023,Threatened Species: Invertebrates (number),27.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2004,Threatened Species: Plants (number),30.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2010,Threatened Species: Plants (number),32.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2015,Threatened Species: Plants (number),35.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2020,Threatened Species: Plants (number),53.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2021,Threatened Species: Plants (number),69.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2022,Threatened Species: Plants (number),90.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2023,Threatened Species: Plants (number),114.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2004,Threatened Species: Total (number),67.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2010,Threatened Species: Total (number),92.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2015,Threatened Species: Total (number),117.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2020,Threatened Species: Total (number),143.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2021,Threatened Species: Total (number),174.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2022,Threatened Species: Total (number),212.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Belize,2023,Threatened Species: Total (number),235.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Benin,2004,Threatened Species: Vertebrates (number),17.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Benin,2010,Threatened Species: Vertebrates (number),47.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Benin,2015,Threatened Species: Vertebrates (number),55.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Benin,2020,Threatened Species: Vertebrates (number),82.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
Benin,2021,Threatened Species: Vertebrates (number),94.0,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2024."
